Title,Country,City,Job_type,Job_level,Mode,Area,Salary,Date,Applicants,Company,Skills,Functions,Requirements,URL
Desarrollador/a Front-end Angular,Chile,,Remoto,Semi Senior,FULL_TIME,Programación,No hay información,2023-08-01,43.0,Agilesoft SpA,"['AngularJS', 'Agile', 'JavaScript', 'Angular', 'Front-end']","Estamos en búsqueda de un Desarrollador / a para integrarse a nuestra planta de trabajo de Santiago de Chile a una de nuestras células de desarrollo ágil por un proyecto de 3 meses.
El objetivo será mantener y desarrollar nuevas funcionalidades de un portal, por lo que necesitamos un perfil con experiencia en ES6, estándar que será utilizado a diario.
Es muy importante la motivación por aprender, estar actualizado en tecnologías y autogestión para cumplir con los objetivos de la célula, los cuales pueden ser diversos y cambiar, por lo que debes estar preparado para un ambiente dinámico, desafiante y divertido para crecer como profesional.","Título profesional de Ingeniería civil / ejecución en computación / informática.
Tener al menos 2 años de experiencia desarrollando sistemas.
Experiencia utilizando Angular 8+.
Experiencia utilizando metodologías ágiles.",https://www.getonbrd.com/empleos/programacion/desarrollador-a-front-end-angular-agilesoft-spa-remote-08d0
Desarrollador/a Back-end Java,Chile,,Remoto,Semi Senior,FULL_TIME,Programación,No hay información,2023-08-01,15.0,Agilesoft SpA,"['Oracle', 'Virtualization', 'Docker', 'Git', 'Continuous Deployment', 'Kubernetes', 'API', 'Jira', 'Back-end', 'Java', 'SOA']","Estamos en búsqueda de un Desarrollador/a Java con disponibilidad inmediata para integrarse a nuestra planta de trabajo de Santiago de Chile a una célula de desarrollo ágil asignada a uno de nuestros clientes.
El objetivo será apoyar en la migración y transformación tecnológica de la capa de servicios que posee la empresa, mediante el uso de estándares de desarrollo basados en arquitecturas de microservicios.
Es muy importante la motivación por aprender, estar actualizado en tecnologías y autogestión para cumplir con el equipo, los cuales pueden ser diversos y cambiar, por lo que debes estar preparado para un ambiente dinámico, desafiante y divertido para crecer como profesional.","- Título profesional de Ingeniería civil / ejecución en computación / informática.
- Experiencia en desarrollo de servicios Rest y SOA
- Docker y Kubernetes
- Conocimientos en la exposición de servicios a través de API Manager
- Conocimientos sobre funcionamiento de Oracle Service Bus
- Uso de GIT
- Uso de herramientas de CI / CD (Bamboo, Jira)",https://www.getonbrd.com/empleos/programacion/desarrollador-a-back-end-java-agilesoft-spa-remote-059c
Analytics Engineer,Perú,Lima,Híbrido,Semi Senior,FULL_TIME,Programación,No hay información,2023-08-01,30.0,Haystack News,"['SQL', 'Analytics', 'Python', 'BigQuery', 'Big Data', 'Back-end', 'English']","Analyze large data sets to get insights using statistical analysis tools and techniques
Collaborate with the ML team on feature engineering
Work with tools to configure, monitor and orchestrate data infrastructure and pipelines
Run and monitor AB tests","Strong written and spoken English is a must!
Bachelor's degree in Computer Science, Statistics, Math, Economics or related field
2+ years experience doing analytics in a professional setting
Strong SQL skills, including performance troubleshooting
Experience with data warehouses (e.g. Snowflake, BigQuery, Redshift)
Knowledge of Python including familiarity with Jupyter notebooks
Strong Math/Stats background with statistical analysis experience on big data sets
Strong communication skills, be able to communicate complex concepts effectively.",https://www.getonbrd.com/empleos/programacion/analytics-engineer-haystack-news-lima
QA Analyst,Perú,Lima,Híbrido,Semi Senior,FULL_TIME,SysAdmin / DevOps / QA,No hay información,2023-08-01,63.0,Haystack News,"['QA', 'Planning', 'Selenium', 'Data Science', 'TDD', 'Android Testing', 'Automation', 'User Testing', 'Agile', 'English', 'Testing Frameworks', 'Appium']","Estimate, prioritize, plan and coordinate testing activities
Develop/execute test plans & test cases covering both manual & automated testing
Identify, record, document, and track bugs
QA automation experience required
Create automated test scripts. Maintain and update our automation testing tools.
Stay up to date with the latest testing methodologies and toolsets
Design and implementation of detailed, comprehensive and well-structured test plans
Assist our software developers in fixing problems, isolating bugs, and verifying solutions
Answer customer feedback requests and help troubleshoot customer issues.","Experience building test automation with tools/frameworks (e.g. Appium, Espresso, Selenium, etc.)
Programming , scripting expertise in any given language. Understands and has used basic design principles and object oriented programming.
Thorough understanding of QA processes (test case planning, documentation, requirements analysis, test automation, reporting and triage, bug reporting, regression & isolation)
Strong academic background (please include GPA on your application)
Strong problem-solving abilities and creative thinking skills
Experience with both black box and white box testing
Experience with Agile Methodologies
Passionate about high quality products
Detail oriented
Works well in teams
Strong English communication skills",https://www.getonbrd.com/empleos/sysadmin-devops-qa/qa-analyst-haystack-news-lima
Back-end Developer .NET,Sudamérica,,Remoto,Semi Senior,FULL_TIME,Programación,1350.0,2023-07-31,208.0,Lima Innovation Lab,"['SQL', '.Net', 'Git', 'Back-end']","Como parte del equipo de la software factory de Lilab deberás diseñar, modificar, reparar y mantener los servicios/aplicaciones de software que garanticen su uso fluido y flexibilidad de crecimiento a futuro, aplicando buenas prácticas.
Dentro de ello implica programar RESTFUL APIS (microservicios) con .Net y Net Core, que se desplieguen utilizando tecnología de contenedores y modelar esquemas de datos en MySQL y construir queries complejos.","Debes tener experiencia como mínimo 3 años en equipos de desarrollo y con las tecnologías .Net y Net Core.
Experiencia y conocimiento de base de datos a nivel intermedio (SQL Server).
Asimismo, buscamos personas que tengan la capacidad de programar pruebas unitarias de código o en su defecto una gran disposición para aprender cómo hacerlo en un tiempo razonable y que trabajen muy bien utilizando Git.
Además, necesitamos que cuenten con un buen nivel de motivación y autonomía para el desarrollo de las funciones.",https://www.getonbrd.com/empleos/programacion/back-end-developer-net-core-lima-innovation-lab-remote-3ede
Ingeniero Cloud,Chile,Santiago,Híbrido,Semi Senior,FULL_TIME,SysAdmin / DevOps / QA,No hay información,2023-07-31,11.0,BC Tecnología,"['Node.js', '.Net', 'Python', 'Virtualization', 'Docker', 'Git', 'Azure', 'React', 'Kubernetes', 'TDD', 'Ansible', 'Back-end', 'CI/CD', 'BDD', 'Cloud Computing', 'JavaScript', 'Terraform', 'Cybersecurity', 'Cloud', 'Infrastructure as Code', 'Cloud Engineer', 'Continual improvement process']","Funciones:
- Proponer y ejecutar acciones para garantizar la continuidad operativa de los sistemas, solucionar incidentes o requerimientos de los usuarios, ligados a las plataformas AWS, Azure u otras.
- Monitorear los servicios alojados en las distintas plataformas Cloud, garantizando el correcto estado de los Sistemas.
- Implementar las buenas prácticas de uso de recursos Cloud definidas por la organización
- Definir el stack tecnológico para el desarrollo de las aplicaciones de analitica avanzada y canales digitales que la compañía está impulsando.","Requisitos:
- Experiencia con Docker y Kubernetes, realizando labores de administración, deploy, mejora continua de aplicaciones y velando porque la plataforma pueda escalar de forma eficiente.
- Experiencia con CI/CD, practicas de DevSecOps y Gitops - Experiencia en GIt, repositorios y versionamiento de software.
- Experiencia en desarrollo TDD o BDD
- Experiencia trabajando con herramientas de automatización de Infraestructura como Código
-Experiencia en automatización de script batch, Ansible, Terraform o similares
- Experiencia con proyectos de desarrollo en Cloud Azure.
- Experiencia diseñando soluciones escalables en tecnologías Python, .Net, NodeJS, React
- Experiencia diseñando soluciones en entornos con arquitectura empresarial, capas e integración, arquitectura orientada a eventos, Middleware",https://www.getonbrd.com/empleos/sysadmin-devops-qa/devops-kubernetes-bc-tecnologia-santiago
Senior Front-end Developer,4 ubicaciones,,Remoto,Senior,FULL_TIME,Programación,No hay información,2023-07-31,328.0,Modyo,"['HTML5', 'CSS', 'Vue.js', 'React', 'ES6', 'JavaScript', 'Front-end']",,,https://www.getonbrd.com/empleos/programacion/senior-front-end-developer-modyo-remote-f477
UI/UX Designer,México,,Remoto,Semi Senior,FULL_TIME,Diseño / UX,1750.0,2023-07-31,146.0,Alluxi,"['UX', 'Adobe Suite', 'Photoshop', 'Web design', 'Wireframes', 'Figma']","Diseño de nuevas features usando maquetas de baja y alta fidelidad (wireframes, mockups, papel, etc) y flujos de tareas
Análisis de usabilidad de web y aplicaciones
Revisión y mejoras de la web y aplicaciones
Creación de guías de estilos para web y aplicaciones","Conocimientos y habilidades enfocadas en el diseño UX/UI para web y mobile
Un portafolio increíble con ejemplos de proyectos reales destacados y casos de estudio enfocados en el diseño de landings page
Experiencia laboral en diseño UX/UI para web y mobile.
Actualización en tendencias de diseño Web y tecnologías.
Impecable gestión del tiempo y de las priorización de varios proyectos.
Excelente uso de Figma como herramienta principal de prototipado.
Conocimientos de otras herramientas de diseño como Photoshop, illustrator.
Autonomía, flexibilidad y auto-motivación.",https://www.getonbrd.com/empleos/diseno-ux/ui-ux-designer-alluxi-remote-b9a2
Desarrollador Full-Stack Python/React,México,,Remoto,Semi Senior,FULL_TIME,Programación,1900.0,2023-07-31,45.0,Alluxi,"['Django', 'Python', 'React', 'API', 'Full-stack', 'Back-end', 'English', 'JavaScript', 'Front-end']","Buscamos full-stack web developer con experiencia en Python/React y que nos ayude en el desarrollo de los productos para nuestros clientes en México y Estados Unidos.
Como desarrollador FullStack estarás a cargo del desarrollo frontend y backend de las soluciones digitales de gran impacto, de igual manera estarás a cargo de liberar y asegurar la calidad de tus desarrollos realizados.
El candidato ideal deberá ser autónomo y autodidacta; sin embargo contarás con el apoyo de desarrolladores Senior en todo momento para resolver problemas complejos. El candidato deberá ser capaz de explicar sus decisiones de diseño y desarrollo y realizar presentaciones con los clientes.
Serás parte de un equipo dinámico que se encargará del desarrollo de productos digitales de gran calidad e impacto.","Al menos 1 año de experiencia trabajando con Python y Django
Al menos 1 año de experiencia trabajando con React.js
Experiencia desarrollando APIs REST
Ingles Conversacional
Buscamos un desarrollador responsable, autodidacta, proactivo, eficiente y organizado.",https://www.getonbrd.com/empleos/programacion/desarrollador-full-stack-python-react-alluxi-remote-4bc7
Operations Coordinator Freight,,,Remoto,Semi Senior,FULL_TIME,Operaciones / Admin,No hay información,2023-07-31,26.0,Passport Shipping,['English'],"Interact with customer, vendor and carrier inquiries (email and phone)
Update systems and spreadsheets with correct pickup numbers and dates
Work through a daily task list, and monitor shipments daily to update different types of data throughout the day
Quickly learn how different systems work and how to effectively use them
Communicate effectively with Operations team members and leads
Create reports and help troubleshoot issues as needed
Calculate on time pickups and deliveries and input them into multiple reports showing performance
Use critical thinking and understanding freight industry workings
Review data for deficiencies or errors, correct any incorrect information
Provide feedback and find pain points in process, gather information for internal systems, and work on projects as needed
Work on a fixed schedule and be responsive during your set hours","Expert Proficiency in English written and verbal skills
Preferred Hours: 9AM - 5PM EST time, M-F
Experience with Zendesk a plus, but not required
Process oriented and able to understand how different pieces of information connect
Self-starter with an eye for process improvement
Excellent communication and presentation skills, both verbal and written
Ability to multitask, prioritize and manage time effectively
Self-motivated, positive attitude, Team player
Able to quickly understand and implement process changes",https://www.getonbrd.com/empleos/operaciones-management/operations-coordinator-freight-passport-shipping-remote
